filename	ontology_term
CW_42.S_G2.T2_BC7_01_13116.mzXML	pome
CW_42.S_G2.T2_BC7_01_13116.mzXML	fleshy fruit
CW_42.S_G2.T2_BC7_01_13116.mzXML	fruit
CW_42.S_G2.T2_BC7_01_13116.mzXML	plant
CW_43.S_G3.T2_BC8_01_13117.mzXML	apple_cider
CW_43.S_G3.T2_BC8_01_13117.mzXML	apple
CW_43.S_G3.T2_BC8_01_13117.mzXML	pome
CW_43.S_G3.T2_BC8_01_13117.mzXML	fleshy fruit
CW_43.S_G3.T2_BC8_01_13117.mzXML	fruit
CW_43.S_G3.T2_BC8_01_13117.mzXML	plant
CW_5.S_P3.T1_BA5_01_13090.mzXML	apple_cider
CW_5.S_P3.T1_BA5_01_13090.mzXML	apple
CW_5.S_P3.T1_BA5_01_13090.mzXML	pome
CW_5.S_P3.T1_BA5_01_13090.mzXML	fleshy fruit
CW_5.S_P3.T1_BA5_01_13090.mzXML	fruit
CW_5.S_P3.T1_BA5_01_13090.mzXML	plant
CW_53.S_G1.T6_BC9_01_13118.mzXML	apple_cider
CW_53.S_G1.T6_BC9_01_13118.mzXML	apple
CW_53.S_G1.T6_BC9_01_13118.mzXML	pome
CW_53.S_G1.T6_BC9_01_13118.mzXML	fleshy fruit
CW_53.S_G1.T6_BC9_01_13118.mzXML	fruit
CW_53.S_G1.T6_BC9_01_13118.mzXML	plant
CW_54.S_G2.T6_BC10_01_13119.mzXML	apple_cider
CW_54.S_G2.T6_BC10_01_13119.mzXML	apple
CW_54.S_G2.T6_BC10_01_13119.mzXML	pome
CW_54.S_G2.T6_BC10_01_13119.mzXML	fleshy fruit
CW_54.S_G2.T6_BC10_01_13119.mzXML	fruit
CW_54.S_G2.T6_BC10_01_13119.mzXML	plant
CW_55.S_G3.T6_BC11_01_13120.mzXML	apple_cider
CW_55.S_G3.T6_BC11_01_13120.mzXML	apple
CW_55.S_G3.T6_BC11_01_13120.mzXML	pome
CW_55.S_G3.T6_BC11_01_13120.mzXML	fleshy fruit
CW_55.S_G3.T6_BC11_01_13120.mzXML	fruit
CW_55.S_G3.T6_BC11_01_13120.mzXML	plant
CW_56.S_G1.T7_BC12_01_13121.mzXML	apple_cider
CW_56.S_G1.T7_BC12_01_13121.mzXML	apple
CW_56.S_G1.T7_BC12_01_13121.mzXML	pome
CW_56.S_G1.T7_BC12_01_13121.mzXML	fleshy fruit
CW_56.S_G1.T7_BC12_01_13121.mzXML	fruit
CW_56.S_G1.T7_BC12_01_13121.mzXML	plant
CW_57.S_G2.T7_BD2_01_13123.mzXML	apple_cider
CW_57.S_G2.T7_BD2_01_13123.mzXML	apple
CW_57.S_G2.T7_BD2_01_13123.mzXML	pome
CW_57.S_G2.T7_BD2_01_13123.mzXML	fleshy fruit
CW_57.S_G2.T7_BD2_01_13123.mzXML	fruit
CW_57.S_G2.T7_BD2_01_13123.mzXML	plant
CW_58.S_G3.T7_BD3_01_13124.mzXML	apple_cider
CW_58.S_G3.T7_BD3_01_13124.mzXML	apple
CW_58.S_G3.T7_BD3_01_13124.mzXML	pome
CW_58.S_G3.T7_BD3_01_13124.mzXML	fleshy fruit
CW_58.S_G3.T7_BD3_01_13124.mzXML	fruit
CW_58.S_G3.T7_BD3_01_13124.mzXML	plant
CW_59.S_G1.T8_BD4_01_13125.mzXML	apple_cider
CW_59.S_G1.T8_BD4_01_13125.mzXML	apple
CW_59.S_G1.T8_BD4_01_13125.mzXML	pome
CW_59.S_G1.T8_BD4_01_13125.mzXML	fleshy fruit
CW_59.S_G1.T8_BD4_01_13125.mzXML	fruit
CW_59.S_G1.T8_BD4_01_13125.mzXML	plant
CW_6.S_P1.T2_BA6_01_13091.mzXML	apple_cider
CW_6.S_P1.T2_BA6_01_13091.mzXML	apple
CW_6.S_P1.T2_BA6_01_13091.mzXML	pome
CW_6.S_P1.T2_BA6_01_13091.mzXML	fleshy fruit
CW_6.S_P1.T2_BA6_01_13091.mzXML	fruit
CW_6.S_P1.T2_BA6_01_13091.mzXML	plant
CW_60.S_G2.T8_BD5_01_13126.mzXML	apple_cider
CW_60.S_G2.T8_BD5_01_13126.mzXML	apple
CW_60.S_G2.T8_BD5_01_13126.mzXML	pome
CW_60.S_G2.T8_BD5_01_13126.mzXML	fleshy fruit
CW_60.S_G2.T8_BD5_01_13126.mzXML	fruit
CW_60.S_G2.T8_BD5_01_13126.mzXML	plant
CW_61.S_G3.T8_BD6_01_13127.mzXML	apple_cider
CW_61.S_G3.T8_BD6_01_13127.mzXML	apple
CW_61.S_G3.T8_BD6_01_13127.mzXML	pome
CW_61.S_G3.T8_BD6_01_13127.mzXML	fleshy fruit
CW_61.S_G3.T8_BD6_01_13127.mzXML	fruit
CW_61.S_G3.T8_BD6_01_13127.mzXML	plant
CW_62.S_G1.T9_BD7_01_13128.mzXML	apple_cider
CW_62.S_G1.T9_BD7_01_13128.mzXML	apple
CW_62.S_G1.T9_BD7_01_13128.mzXML	pome
CW_62.S_G1.T9_BD7_01_13128.mzXML	fleshy fruit
CW_62.S_G1.T9_BD7_01_13128.mzXML	fruit
CW_62.S_G1.T9_BD7_01_13128.mzXML	plant
CW_63.S_G2.T9_BD8_01_13129.mzXML	apple_cider
CW_63.S_G2.T9_BD8_01_13129.mzXML	apple
CW_63.S_G2.T9_BD8_01_13129.mzXML	pome
CW_63.S_G2.T9_BD8_01_13129.mzXML	fleshy fruit
CW_63.S_G2.T9_BD8_01_13129.mzXML	fruit
CW_63.S_G2.T9_BD8_01_13129.mzXML	plant
CW_64.S_G3.T9_BD9_01_13130.mzXML	apple_cider
CW_64.S_G3.T9_BD9_01_13130.mzXML	apple
CW_64.S_G3.T9_BD9_01_13130.mzXML	pome
CW_64.S_G3.T9_BD9_01_13130.mzXML	fleshy fruit
CW_64.S_G3.T9_BD9_01_13130.mzXML	fruit
CW_64.S_G3.T9_BD9_01_13130.mzXML	plant
CW_68.S_G1.T10_BD10_01_13131.mzXML	apple_cider
CW_68.S_G1.T10_BD10_01_13131.mzXML	apple
CW_68.S_G1.T10_BD10_01_13131.mzXML	pome
CW_68.S_G1.T10_BD10_01_13131.mzXML	fleshy fruit
CW_68.S_G1.T10_BD10_01_13131.mzXML	fruit
CW_68.S_G1.T10_BD10_01_13131.mzXML	plant
CW_69.S_G1.T11_BD11_01_13132.mzXML	apple_cider
CW_69.S_G1.T11_BD11_01_13132.mzXML	apple
CW_69.S_G1.T11_BD11_01_13132.mzXML	pome
CW_69.S_G1.T11_BD11_01_13132.mzXML	fleshy fruit
CW_69.S_G1.T11_BD11_01_13132.mzXML	fruit
CW_69.S_G1.T11_BD11_01_13132.mzXML	plant
CW_7.S_P2.T2_BA7_01_13092.mzXML	apple_cider
CW_7.S_P2.T2_BA7_01_13092.mzXML	apple
CW_7.S_P2.T2_BA7_01_13092.mzXML	pome
CW_7.S_P2.T2_BA7_01_13092.mzXML	fleshy fruit
CW_7.S_P2.T2_BA7_01_13092.mzXML	fruit
CW_7.S_P2.T2_BA7_01_13092.mzXML	plant
CW_70.S_G1.T12_BD12_01_13133.mzXML	apple_cider
CW_70.S_G1.T12_BD12_01_13133.mzXML	apple
CW_70.S_G1.T12_BD12_01_13133.mzXML	pome
CW_70.S_G1.T12_BD12_01_13133.mzXML	fleshy fruit
CW_70.S_G1.T12_BD12_01_13133.mzXML	fruit
CW_70.S_G1.T12_BD12_01_13133.mzXML	plant
CW_73.S_R1.T1_BE3_01_13136.mzXML	apple_cider
CW_73.S_R1.T1_BE3_01_13136.mzXML	apple
CW_73.S_R1.T1_BE3_01_13136.mzXML	pome
CW_73.S_R1.T1_BE3_01_13136.mzXML	fleshy fruit
CW_73.S_R1.T1_BE3_01_13136.mzXML	fruit
CW_73.S_R1.T1_BE3_01_13136.mzXML	plant
CW_74.S_R2.T1_BE4_01_13137.mzXML	apple_cider
CW_74.S_R2.T1_BE4_01_13137.mzXML	apple
CW_74.S_R2.T1_BE4_01_13137.mzXML	pome
CW_74.S_R2.T1_BE4_01_13137.mzXML	fleshy fruit
CW_74.S_R2.T1_BE4_01_13137.mzXML	fruit
CW_74.S_R2.T1_BE4_01_13137.mzXML	plant
CW_75.S_R3.T1_BE5_01_13138.mzXML	apple_cider
CW_75.S_R3.T1_BE5_01_13138.mzXML	apple
CW_75.S_R3.T1_BE5_01_13138.mzXML	pome
CW_75.S_R3.T1_BE5_01_13138.mzXML	fleshy fruit
CW_75.S_R3.T1_BE5_01_13138.mzXML	fruit
CW_75.S_R3.T1_BE5_01_13138.mzXML	plant
CW_76.S_R1.T2_BE6_01_13139.mzXML	apple_cider
CW_76.S_R1.T2_BE6_01_13139.mzXML	apple
CW_76.S_R1.T2_BE6_01_13139.mzXML	pome
CW_76.S_R1.T2_BE6_01_13139.mzXML	fleshy fruit
CW_76.S_R1.T2_BE6_01_13139.mzXML	fruit
CW_76.S_R1.T2_BE6_01_13139.mzXML	plant
CW_77.S_R2.T2_BE7_01_13140.mzXML	apple_cider
CW_77.S_R2.T2_BE7_01_13140.mzXML	apple
CW_77.S_R2.T2_BE7_01_13140.mzXML	pome
CW_77.S_R2.T2_BE7_01_13140.mzXML	fleshy fruit
CW_77.S_R2.T2_BE7_01_13140.mzXML	fruit
CW_77.S_R2.T2_BE7_01_13140.mzXML	plant
CW_78.S_R3.T2_BE8_01_13141.mzXML	apple_cider
CW_78.S_R3.T2_BE8_01_13141.mzXML	apple
CW_78.S_R3.T2_BE8_01_13141.mzXML	pome
CW_78.S_R3.T2_BE8_01_13141.mzXML	fleshy fruit
CW_78.S_R3.T2_BE8_01_13141.mzXML	fruit
CW_78.S_R3.T2_BE8_01_13141.mzXML	plant
CW_79.S_R1.T3_BE9_01_13142.mzXML	apple_cider
CW_79.S_R1.T3_BE9_01_13142.mzXML	apple
CW_79.S_R1.T3_BE9_01_13142.mzXML	pome
CW_79.S_R1.T3_BE9_01_13142.mzXML	fleshy fruit
CW_79.S_R1.T3_BE9_01_13142.mzXML	fruit
CW_79.S_R1.T3_BE9_01_13142.mzXML	plant
CW_8.S_P3.T2_BA8_01_13093.mzXML	apple_cider
CW_8.S_P3.T2_BA8_01_13093.mzXML	apple
CW_8.S_P3.T2_BA8_01_13093.mzXML	pome
CW_8.S_P3.T2_BA8_01_13093.mzXML	fleshy fruit
CW_8.S_P3.T2_BA8_01_13093.mzXML	fruit
CW_8.S_P3.T2_BA8_01_13093.mzXML	plant
CW_80.S_R2.T3_BE10_01_13143.mzXML	apple_cider
CW_80.S_R2.T3_BE10_01_13143.mzXML	apple
CW_80.S_R2.T3_BE10_01_13143.mzXML	pome
CW_80.S_R2.T3_BE10_01_13143.mzXML	fleshy fruit
CW_80.S_R2.T3_BE10_01_13143.mzXML	fruit
CW_80.S_R2.T3_BE10_01_13143.mzXML	plant
CW_81.S_R3.T3_BE11_01_13144.mzXML	apple_cider
CW_81.S_R3.T3_BE11_01_13144.mzXML	apple
CW_81.S_R3.T3_BE11_01_13144.mzXML	pome
CW_81.S_R3.T3_BE11_01_13144.mzXML	fleshy fruit
CW_81.S_R3.T3_BE11_01_13144.mzXML	fruit
CW_81.S_R3.T3_BE11_01_13144.mzXML	plant
CW_82.S_R1.T4_BE12_01_13145.mzXML	apple_cider
CW_82.S_R1.T4_BE12_01_13145.mzXML	apple
CW_82.S_R1.T4_BE12_01_13145.mzXML	pome
CW_82.S_R1.T4_BE12_01_13145.mzXML	fleshy fruit
CW_82.S_R1.T4_BE12_01_13145.mzXML	fruit
CW_82.S_R1.T4_BE12_01_13145.mzXML	plant
CW_83.S_R2.T4_BF2_01_13147.mzXML	apple_cider
CW_83.S_R2.T4_BF2_01_13147.mzXML	apple
CW_83.S_R2.T4_BF2_01_13147.mzXML	pome
CW_83.S_R2.T4_BF2_01_13147.mzXML	fleshy fruit
CW_83.S_R2.T4_BF2_01_13147.mzXML	fruit
CW_83.S_R2.T4_BF2_01_13147.mzXML	plant
CW_84.S_R3.T4_BF3_01_13148.mzXML	apple_cider
CW_84.S_R3.T4_BF3_01_13148.mzXML	apple
CW_84.S_R3.T4_BF3_01_13148.mzXML	pome
CW_84.S_R3.T4_BF3_01_13148.mzXML	fleshy fruit
CW_84.S_R3.T4_BF3_01_13148.mzXML	fruit
CW_84.S_R3.T4_BF3_01_13148.mzXML	plant
CW_85.S_R1.T5_BF4_01_13149.mzXML	apple_cider
CW_85.S_R1.T5_BF4_01_13149.mzXML	apple
CW_85.S_R1.T5_BF4_01_13149.mzXML	pome
CW_85.S_R1.T5_BF4_01_13149.mzXML	fleshy fruit
CW_85.S_R1.T5_BF4_01_13149.mzXML	fruit
CW_85.S_R1.T5_BF4_01_13149.mzXML	plant
CW_85.S_R2.T8_BG3_01_13160.mzXML	apple_cider
CW_85.S_R2.T8_BG3_01_13160.mzXML	apple
CW_85.S_R2.T8_BG3_01_13160.mzXML	pome
CW_85.S_R2.T8_BG3_01_13160.mzXML	fleshy fruit
CW_85.S_R2.T8_BG3_01_13160.mzXML	fruit
CW_85.S_R2.T8_BG3_01_13160.mzXML	plant
CW_86.S_R2.T5_BF5_01_13150.mzXML	apple_cider
CW_86.S_R2.T5_BF5_01_13150.mzXML	apple
CW_86.S_R2.T5_BF5_01_13150.mzXML	pome
CW_86.S_R2.T5_BF5_01_13150.mzXML	fleshy fruit
CW_86.S_R2.T5_BF5_01_13150.mzXML	fruit
CW_86.S_R2.T5_BF5_01_13150.mzXML	plant
CW_87.S_R3.T5_BF6_01_13151.mzXML	apple_cider
CW_87.S_R3.T5_BF6_01_13151.mzXML	apple
CW_87.S_R3.T5_BF6_01_13151.mzXML	pome
CW_87.S_R3.T5_BF6_01_13151.mzXML	fleshy fruit
CW_87.S_R3.T5_BF6_01_13151.mzXML	fruit
CW_87.S_R3.T5_BF6_01_13151.mzXML	plant
CW_88.S_R1.T6_BF7_01_13152.mzXML	apple_cider
CW_88.S_R1.T6_BF7_01_13152.mzXML	apple
CW_88.S_R1.T6_BF7_01_13152.mzXML	pome
CW_88.S_R1.T6_BF7_01_13152.mzXML	fleshy fruit
CW_88.S_R1.T6_BF7_01_13152.mzXML	fruit
CW_88.S_R1.T6_BF7_01_13152.mzXML	plant
CW_89.S_R2.T6_BF8_01_13153.mzXML	apple_cider
CW_89.S_R2.T6_BF8_01_13153.mzXML	apple
CW_89.S_R2.T6_BF8_01_13153.mzXML	pome
CW_89.S_R2.T6_BF8_01_13153.mzXML	fleshy fruit
CW_89.S_R2.T6_BF8_01_13153.mzXML	fruit
CW_89.S_R2.T6_BF8_01_13153.mzXML	plant
CW_90.S_R3.T6_BF9_01_13154.mzXML	apple_cider
CW_90.S_R3.T6_BF9_01_13154.mzXML	apple
CW_90.S_R3.T6_BF9_01_13154.mzXML	pome
CW_90.S_R3.T6_BF9_01_13154.mzXML	fleshy fruit
CW_90.S_R3.T6_BF9_01_13154.mzXML	fruit
CW_90.S_R3.T6_BF9_01_13154.mzXML	plant
CW_91.S_R1.T7_BF10_01_13155.mzXML	apple_cider
CW_91.S_R1.T7_BF10_01_13155.mzXML	apple
CW_91.S_R1.T7_BF10_01_13155.mzXML	pome
CW_91.S_R1.T7_BF10_01_13155.mzXML	fleshy fruit
CW_91.S_R1.T7_BF10_01_13155.mzXML	fruit
CW_91.S_R1.T7_BF10_01_13155.mzXML	plant
CW_92.S_R2.T7_BF11_01_13156.mzXML	apple_cider
CW_92.S_R2.T7_BF11_01_13156.mzXML	apple
CW_92.S_R2.T7_BF11_01_13156.mzXML	pome
CW_92.S_R2.T7_BF11_01_13156.mzXML	fleshy fruit
CW_92.S_R2.T7_BF11_01_13156.mzXML	fruit
CW_92.S_R2.T7_BF11_01_13156.mzXML	plant
CW_93.S_R3.T7_BF12_01_13157.mzXML	apple_cider
CW_93.S_R3.T7_BF12_01_13157.mzXML	apple
CW_93.S_R3.T7_BF12_01_13157.mzXML	pome
CW_93.S_R3.T7_BF12_01_13157.mzXML	fleshy fruit
CW_93.S_R3.T7_BF12_01_13157.mzXML	fruit
CW_93.S_R3.T7_BF12_01_13157.mzXML	plant
CW_94.S_R1.T8_BG2_01_13159.mzXML	apple_cider
CW_94.S_R1.T8_BG2_01_13159.mzXML	apple
CW_94.S_R1.T8_BG2_01_13159.mzXML	pome
CW_94.S_R1.T8_BG2_01_13159.mzXML	fleshy fruit
CW_94.S_R1.T8_BG2_01_13159.mzXML	fruit
CW_94.S_R1.T8_BG2_01_13159.mzXML	plant
CW_96.S_R3.T8_BG4_01_13161.mzXML	apple_cider
CW_96.S_R3.T8_BG4_01_13161.mzXML	apple
CW_96.S_R3.T8_BG4_01_13161.mzXML	pome
CW_96.S_R3.T8_BG4_01_13161.mzXML	fleshy fruit
CW_96.S_R3.T8_BG4_01_13161.mzXML	fruit
CW_96.S_R3.T8_BG4_01_13161.mzXML	plant
CW_97.S_R1.T9_BG5_01_13162.mzXML	apple_cider
CW_97.S_R1.T9_BG5_01_13162.mzXML	apple
CW_97.S_R1.T9_BG5_01_13162.mzXML	pome
CW_97.S_R1.T9_BG5_01_13162.mzXML	fleshy fruit
CW_97.S_R1.T9_BG5_01_13162.mzXML	fruit
CW_97.S_R1.T9_BG5_01_13162.mzXML	plant
CW_98.S_R2.T9_BG6_01_13163.mzXML	apple_cider
CW_98.S_R2.T9_BG6_01_13163.mzXML	apple
CW_98.S_R2.T9_BG6_01_13163.mzXML	pome
CW_98.S_R2.T9_BG6_01_13163.mzXML	fleshy fruit
CW_98.S_R2.T9_BG6_01_13163.mzXML	fruit
CW_98.S_R2.T9_BG6_01_13163.mzXML	plant
CW_99.S_R3.T9_BG7_01_13164.mzXML	apple_cider
CW_99.S_R3.T9_BG7_01_13164.mzXML	apple
CW_99.S_R3.T9_BG7_01_13164.mzXML	pome
CW_99.S_R3.T9_BG7_01_13164.mzXML	fleshy fruit
CW_99.S_R3.T9_BG7_01_13164.mzXML	fruit
CW_99.S_R3.T9_BG7_01_13164.mzXML	plant
G74043_1x_RH3_01_18595.mzXML	apple_cider
G74043_1x_RH3_01_18595.mzXML	apple
G74043_1x_RH3_01_18595.mzXML	pome
G74043_1x_RH3_01_18595.mzXML	fleshy fruit
G74043_1x_RH3_01_18595.mzXML	fruit
G74043_1x_RH3_01_18595.mzXML	plant
G74046_1x_RA3_01_18501.mzXML	apple_cider
G74046_1x_RA3_01_18501.mzXML	apple
G74046_1x_RA3_01_18501.mzXML	pome
G74046_1x_RA3_01_18501.mzXML	fleshy fruit
G74046_1x_RA3_01_18501.mzXML	fruit
G74046_1x_RA3_01_18501.mzXML	plant
G72470_10x_BE8_01_17844.mzXML	egg_salmon
G72470_10x_BE8_01_17844.mzXML	egg_fish
G72470_10x_BE8_01_17844.mzXML	egg
G72470_10x_BE8_01_17844.mzXML	animal
G72514_10x_RC9_01_20166.mzXML	turmeric
G72514_10x_RC9_01_20166.mzXML	herb/spice
G72514_10x_RC9_01_20166.mzXML	vegetable/herb
G72514_10x_RC9_01_20166.mzXML	plant
G75207_1x_BG8_01_17339.mzXML	strawberry guava
G75207_1x_BG8_01_17339.mzXML	guava
G75207_1x_BG8_01_17339.mzXML	berry
G75207_1x_BG8_01_17339.mzXML	fleshy fruit
G75207_1x_BG8_01_17339.mzXML	fruit
G75207_1x_BG8_01_17339.mzXML	plant
G79186_1x_5ul_RD6_01_20306.mzXML	strawberry guava
G79186_1x_5ul_RD6_01_20306.mzXML	guava
G79186_1x_5ul_RD6_01_20306.mzXML	berry
G79186_1x_5ul_RD6_01_20306.mzXML	fleshy fruit
G79186_1x_5ul_RD6_01_20306.mzXML	fruit
G79186_1x_5ul_RD6_01_20306.mzXML	plant
G78929_rerun_5ul_RC3_01_17653.mzXML	brazil nut
G78929_rerun_5ul_RC3_01_17653.mzXML	seed
G78929_rerun_5ul_RC3_01_17653.mzXML	fruit
G78929_rerun_5ul_RC3_01_17653.mzXML	plant
G79313_1x_RE10_01_18863.mzXML	galangal
G79313_1x_RE10_01_18863.mzXML	vegetable
G79313_1x_RE10_01_18863.mzXML	vegetable/herb
G79313_1x_RE10_01_18863.mzXML	plant
G72654_5x_BF11_01_18336.mzXML	blue cheese
G72654_5x_BF11_01_18336.mzXML	cheese
G72654_5x_BF11_01_18336.mzXML	dairy
G72654_5x_BF11_01_18336.mzXML	animal
G72655_5x_BG5_01_18389.mzXML	blue cheese
G72655_5x_BG5_01_18389.mzXML	cheese
G72655_5x_BG5_01_18389.mzXML	dairy
G72655_5x_BG5_01_18389.mzXML	animal
G72656_5x_BE3_01_18314.mzXML	blue cheese
G72656_5x_BE3_01_18314.mzXML	cheese
G72656_5x_BE3_01_18314.mzXML	dairy
G72656_5x_BE3_01_18314.mzXML	animal
G72727_5x_BH9_01_18407.mzXML	blue cheese
G72727_5x_BH9_01_18407.mzXML	cheese
G72727_5x_BH9_01_18407.mzXML	dairy
G72727_5x_BH9_01_18407.mzXML	animal
G73469_5x_BE9_01_18320.mzXML	blue cheese
G73469_5x_BE9_01_18320.mzXML	cheese
G73469_5x_BE9_01_18320.mzXML	dairy
G73469_5x_BE9_01_18320.mzXML	animal
G73680_5x_BD3_01_18300.mzXML	blue cheese
G73680_5x_BD3_01_18300.mzXML	cheese
G73680_5x_BD3_01_18300.mzXML	dairy
G73680_5x_BD3_01_18300.mzXML	animal
G73728_5x_BB10_01_18279.mzXML	blue cheese
G73728_5x_BB10_01_18279.mzXML	cheese
G73728_5x_BB10_01_18279.mzXML	dairy
G73728_5x_BB10_01_18279.mzXML	animal
G79691_5x_RC12_01_19500.mzXML	black olive
G79691_5x_RC12_01_19500.mzXML	olive
G79691_5x_RC12_01_19500.mzXML	drupe
G79691_5x_RC12_01_19500.mzXML	fleshy fruit
G79691_5x_RC12_01_19500.mzXML	fruit
G79691_5x_RC12_01_19500.mzXML	plant
72657_1x_BE5_01_17445.mzXML	barlett pear
72657_1x_BE5_01_17445.mzXML	pear
72657_1x_BE5_01_17445.mzXML	pome
72657_1x_BE5_01_17445.mzXML	fleshy fruit
72657_1x_BE5_01_17445.mzXML	fruit
72657_1x_BE5_01_17445.mzXML	plant
G79209_1x_RF3_01_18869.mzXML	barlett pear
G79209_1x_RF3_01_18869.mzXML	pear
G79209_1x_RF3_01_18869.mzXML	pome
G79209_1x_RF3_01_18869.mzXML	fleshy fruit
G79209_1x_RF3_01_18869.mzXML	fruit
G79209_1x_RF3_01_18869.mzXML	plant
G79291_1x_RG7_01_20352.mzXML	barlett pear
G79291_1x_RG7_01_20352.mzXML	pear
G79291_1x_RG7_01_20352.mzXML	pome
G79291_1x_RG7_01_20352.mzXML	fleshy fruit
G79291_1x_RG7_01_20352.mzXML	fruit
G79291_1x_RG7_01_20352.mzXML	plant
G83227_1x_RC11_01_20299.mzXML	barlett pear
G83227_1x_RC11_01_20299.mzXML	pear
G83227_1x_RC11_01_20299.mzXML	pome
G83227_1x_RC11_01_20299.mzXML	fleshy fruit
G83227_1x_RC11_01_20299.mzXML	fruit
G83227_1x_RC11_01_20299.mzXML	plant
G72517_10x_BH10_01_17938.mzXML	pineapple
G72517_10x_BH10_01_17938.mzXML	multifruit
G72517_10x_BH10_01_17938.mzXML	fleshy fruit
G72517_10x_BH10_01_17938.mzXML	fruit
G72517_10x_BH10_01_17938.mzXML	plant
G72772_1x_RF2_01_20334.mzXML	pineapple
G72772_1x_RF2_01_20334.mzXML	multifruit
G72772_1x_RF2_01_20334.mzXML	fleshy fruit
G72772_1x_RF2_01_20334.mzXML	fruit
G72772_1x_RF2_01_20334.mzXML	plant
G86897_1x_RF12_01_23369.mzXML	pineapple
G86897_1x_RF12_01_23369.mzXML	multifruit
G86897_1x_RF12_01_23369.mzXML	fleshy fruit
G86897_1x_RF12_01_23369.mzXML	fruit
G86897_1x_RF12_01_23369.mzXML	plant
G87364_1x_BA6_01_25986.mzXML	pineapple
G87364_1x_BA6_01_25986.mzXML	multifruit
G87364_1x_BA6_01_25986.mzXML	fleshy fruit
G87364_1x_BA6_01_25986.mzXML	fruit
G87364_1x_BA6_01_25986.mzXML	plant
G87469_1x_RC3_01_26259.mzXML	meyer lemon
G87469_1x_RC3_01_26259.mzXML	lemon
G87469_1x_RC3_01_26259.mzXML	citrus
G87469_1x_RC3_01_26259.mzXML	fleshy fruit
G87469_1x_RC3_01_26259.mzXML	fruit
G87469_1x_RC3_01_26259.mzXML	plant
G87470_1x_RH2_01_26341.mzXML	meyer lemon
G87470_1x_RH2_01_26341.mzXML	lemon
G87470_1x_RH2_01_26341.mzXML	citrus
G87470_1x_RH2_01_26341.mzXML	fleshy fruit
G87470_1x_RH2_01_26341.mzXML	fruit
G87470_1x_RH2_01_26341.mzXML	plant
G87481_1x_RE5_01_26296.mzXML	meyer lemon
G87481_1x_RE5_01_26296.mzXML	lemon
G87481_1x_RE5_01_26296.mzXML	citrus
G87481_1x_RE5_01_26296.mzXML	fleshy fruit
G87481_1x_RE5_01_26296.mzXML	fruit
G87481_1x_RE5_01_26296.mzXML	plant
G87437_1x_BB3_01_25996.mzXML	white garlic
G87437_1x_BB3_01_25996.mzXML	garlic
G87437_1x_BB3_01_25996.mzXML	vegetable
G87437_1x_BB3_01_25996.mzXML	vegetable/herb
G87437_1x_BB3_01_25996.mzXML	plant
G73965_2x_2ul_RD10_01_19442.mzXML	plum
G73965_2x_2ul_RD10_01_19442.mzXML	drupe
G73965_2x_2ul_RD10_01_19442.mzXML	fleshy fruit
G73965_2x_2ul_RD10_01_19442.mzXML	fruit
G73965_2x_2ul_RD10_01_19442.mzXML	plant
G86810_10x_BD5_01_23329.mzXML	plum
G86810_10x_BD5_01_23329.mzXML	drupe
G86810_10x_BD5_01_23329.mzXML	fleshy fruit
G86810_10x_BD5_01_23329.mzXML	fruit
G86810_10x_BD5_01_23329.mzXML	plant
RB6_RB6_01_49071.mzXML	plum
RB6_RB6_01_49071.mzXML	drupe
RB6_RB6_01_49071.mzXML	fleshy fruit
RB6_RB6_01_49071.mzXML	fruit
RB6_RB6_01_49071.mzXML	plant
Fish_12_1x_GE4_01_20525.mzXML	mackerel, brain
Fish_12_1x_GE4_01_20525.mzXML	mackerel, organ
Fish_12_1x_GE4_01_20525.mzXML	mackerel
Fish_12_1x_GE4_01_20525.mzXML	fish_saltwater
Fish_12_1x_GE4_01_20525.mzXML	seafood
Fish_12_1x_GE4_01_20525.mzXML	animal
G75202_1x_rerun_BG1_01_17374.mzXML	marigold
G75202_1x_rerun_BG1_01_17374.mzXML	flower
G75202_1x_rerun_BG1_01_17374.mzXML	vegetable/herb
G75202_1x_rerun_BG1_01_17374.mzXML	plant
G72668_5x_BH6_01_18404.mzXML	parmesan cheese
G72668_5x_BH6_01_18404.mzXML	cheese
G72668_5x_BH6_01_18404.mzXML	dairy
G72668_5x_BH6_01_18404.mzXML	animal
G73727_5x_BC12_01_18295.mzXML	parmesan cheese
G73727_5x_BC12_01_18295.mzXML	cheese
G73727_5x_BC12_01_18295.mzXML	dairy
G73727_5x_BC12_01_18295.mzXML	animal
G86807_1x_BF8_01_23204.mzXML	parmesan cheese
G86807_1x_BF8_01_23204.mzXML	cheese
G86807_1x_BF8_01_23204.mzXML	dairy
G86807_1x_BF8_01_23204.mzXML	animal
G87334_RC7_01_26103.mzXML	parmesan cheese
G87334_RC7_01_26103.mzXML	cheese
G87334_RC7_01_26103.mzXML	dairy
G87334_RC7_01_26103.mzXML	animal
G87337_RC10_01_26106.mzXML	parmesan cheese
G87337_RC10_01_26106.mzXML	cheese
G87337_RC10_01_26106.mzXML	dairy
G87337_RC10_01_26106.mzXML	animal
G75126_1x_RB3_01_20253.mzXML	yellow chard
G75126_1x_RB3_01_20253.mzXML	chard
G75126_1x_RB3_01_20253.mzXML	vegetable
G75126_1x_RB3_01_20253.mzXML	vegetable/herb
G75126_1x_RB3_01_20253.mzXML	plant
G75253_BA11_01_18919.mzXML	steak
