filename	ontology_term
G96582_1x_BA6_01_31152.mzXML	tea/infusion
G96582_1x_BA6_01_31152.mzXML	vegetable/herb
G96582_1x_BA6_01_31152.mzXML	plant
G75701_rerun_RA7_01_17549.mzXML	lima bean
G75701_rerun_RA7_01_17549.mzXML	bean
G75701_rerun_RA7_01_17549.mzXML	legume
G75701_rerun_RA7_01_17549.mzXML	fruit
G75701_rerun_RA7_01_17549.mzXML	plant
G83188_1x_BG10_01_20235.mzXML	cacoa
G83188_1x_BG10_01_20235.mzXML	berry
G83188_1x_BG10_01_20235.mzXML	fleshy fruit
G83188_1x_BG10_01_20235.mzXML	fruit
G83188_1x_BG10_01_20235.mzXML	plant
G83319_5x_RB10_01_21422.mzXML	blue corn
G83319_5x_RB10_01_21422.mzXML	corn
G83319_5x_RB10_01_21422.mzXML	grain/grass
G83319_5x_RB10_01_21422.mzXML	fruit
G83319_5x_RB10_01_21422.mzXML	plant
G79711_5x_RA11_01_19469.mzXML	manzanilla olive
G79711_5x_RA11_01_19469.mzXML	olive
G79711_5x_RA11_01_19469.mzXML	drupe
G79711_5x_RA11_01_19469.mzXML	fleshy fruit
G79711_5x_RA11_01_19469.mzXML	fruit
G79711_5x_RA11_01_19469.mzXML	plant
G86932_1x_RD9_01_23336.mzXML	thai basil
G86932_1x_RD9_01_23336.mzXML	basil
G86932_1x_RD9_01_23336.mzXML	herb/spice
G86932_1x_RD9_01_23336.mzXML	vegetable/herb
G86932_1x_RD9_01_23336.mzXML	plant
G79513_1x_RG4_01_20557.mzXML	king oyster mushroom
G79513_1x_RG4_01_20557.mzXML	mushroom
G79513_1x_RG4_01_20557.mzXML	fungi
G87542_1x_RC6_01_26262.mzXML	king oyster mushroom
G87542_1x_RC6_01_26262.mzXML	mushroom
G87542_1x_RC6_01_26262.mzXML	fungi
Silage_1_GB1_01_49141.mzXML	corn husk
Silage_1_GB1_01_49141.mzXML	vegetable/herb
Silage_1_GB1_01_49141.mzXML	plant
Silage_2_GB2_01_49140.mzXML	corn husk
Silage_2_GB2_01_49140.mzXML	vegetable/herb
Silage_2_GB2_01_49140.mzXML	plant
Silage_3_GB3_01_49139.mzXML	corn husk
Silage_3_GB3_01_49139.mzXML	vegetable/herb
Silage_3_GB3_01_49139.mzXML	plant
Silage_5_GB5_01_49135.mzXML	corn husk
Silage_5_GB5_01_49135.mzXML	vegetable/herb
Silage_5_GB5_01_49135.mzXML	plant
Silage_6_GB6_01_49134.mzXML	corn husk
Silage_6_GB6_01_49134.mzXML	vegetable/herb
Silage_6_GB6_01_49134.mzXML	plant
Silage_7_tk2_GB7_01_49133.mzXML	corn husk
Silage_7_tk2_GB7_01_49133.mzXML	vegetable/herb
Silage_7_tk2_GB7_01_49133.mzXML	plant
G73941_1x_BA5_01_17250.mzXML	bunching onion
G73941_1x_BA5_01_17250.mzXML	onion
G73941_1x_BA5_01_17250.mzXML	vegetable
G73941_1x_BA5_01_17250.mzXML	vegetable/herb
G73941_1x_BA5_01_17250.mzXML	plant
73529_1x_BC8_01_20740.mzXML	yeast
73529_1x_BC8_01_20740.mzXML	fungi
73530_1x_BE8_01_20756.mzXML	yeast
73530_1x_BE8_01_20756.mzXML	fungi
G72738_10x_BB5_01_17911.mzXML	yeast
G72738_10x_BB5_01_17911.mzXML	fungi
G73707_5x_RD8_01_19511.mzXML	yeast
G73707_5x_RD8_01_19511.mzXML	fungi
G79680_5x_10ul_RH3_01_19570.mzXML	yeast
G79680_5x_10ul_RH3_01_19570.mzXML	fungi
G83303_5x_RG6_01_21503.mzXML	yeast
G83303_5x_RG6_01_21503.mzXML	fungi
G75799_5x_BC9_01_19287.mzXML	cricket
G75799_5x_BC9_01_19287.mzXML	insect
G75799_5x_BC9_01_19287.mzXML	animal
G87351_1x_BE8_01_26057.mzXML	cricket
G87351_1x_BE8_01_26057.mzXML	insect
G87351_1x_BE8_01_26057.mzXML	animal
G87387_RE12_01_26171.mzXML	black pig
G87387_RE12_01_26171.mzXML	pork
G87387_RE12_01_26171.mzXML	pig
G87387_RE12_01_26171.mzXML	meat
G87387_RE12_01_26171.mzXML	animal
G72761_BD9_01_18997.mzXML	frisee lettuce
G72761_BD9_01_18997.mzXML	lettuce
G72761_BD9_01_18997.mzXML	vegetable
G72761_BD9_01_18997.mzXML	vegetable/herb
G72761_BD9_01_18997.mzXML	plant
G79316_5x_BE3_01_19311.mzXML	trout, eye
G79316_5x_BE3_01_19311.mzXML	trout
G79316_5x_BE3_01_19311.mzXML	fish_freshwater
G79316_5x_BE3_01_19311.mzXML	seafood
G79316_5x_BE3_01_19311.mzXML	animal
G79320_5x_BC11_01_19290.mzXML	trout, eye
G79320_5x_BC11_01_19290.mzXML	trout
G79320_5x_BC11_01_19290.mzXML	fish_freshwater
G79320_5x_BC11_01_19290.mzXML	seafood
G79320_5x_BC11_01_19290.mzXML	animal
G79471_5x_RG10_01_18195.mzXML	trout, eye
G79471_5x_RG10_01_18195.mzXML	trout
G79471_5x_RG10_01_18195.mzXML	fish_freshwater
G79471_5x_RG10_01_18195.mzXML	seafood
G79471_5x_RG10_01_18195.mzXML	animal
G79559_5x_RF12_01_18175.mzXML	trout, eye
G79559_5x_RF12_01_18175.mzXML	trout
G79559_5x_RF12_01_18175.mzXML	fish_freshwater
G79559_5x_RF12_01_18175.mzXML	seafood
G79559_5x_RF12_01_18175.mzXML	animal
G87557_1x_RF8_01_26315.mzXML	grape tomato
G87557_1x_RF8_01_26315.mzXML	tomato
G87557_1x_RF8_01_26315.mzXML	berry
G87557_1x_RF8_01_26315.mzXML	fleshy fruit
G87557_1x_RF8_01_26315.mzXML	fruit
G87557_1x_RF8_01_26315.mzXML	plant
G83399_5x_rerun_2ul_RC7_01_21525.mzXML	white bean
G83399_5x_rerun_2ul_RC7_01_21525.mzXML	bean
G83399_5x_rerun_2ul_RC7_01_21525.mzXML	legume
G83399_5x_rerun_2ul_RC7_01_21525.mzXML	fruit
G83399_5x_rerun_2ul_RC7_01_21525.mzXML	plant
G79462_5x_RH8_01_18245.mzXML	spleen, beef
G79462_5x_RH8_01_18245.mzXML	beef
G79462_5x_RH8_01_18245.mzXML	cow
G79462_5x_RH8_01_18245.mzXML	meat
G79462_5x_RH8_01_18245.mzXML	animal
G79463_5x_RG8_01_18191.mzXML	spleen, beef
G79463_5x_RG8_01_18191.mzXML	beef
G79463_5x_RG8_01_18191.mzXML	cow
G79463_5x_RG8_01_18191.mzXML	meat
G79463_5x_RG8_01_18191.mzXML	animal
G79464_1x_BA9_01_17951.mzXML	spleen, beef
G79464_1x_BA9_01_17951.mzXML	beef
G79464_1x_BA9_01_17951.mzXML	cow
G79464_1x_BA9_01_17951.mzXML	meat
G79464_1x_BA9_01_17951.mzXML	animal
G79465_5x_RB9_01_18072.mzXML	spleen, beef
G79465_5x_RB9_01_18072.mzXML	beef
G79465_5x_RB9_01_18072.mzXML	cow
G79465_5x_RB9_01_18072.mzXML	meat
G79465_5x_RB9_01_18072.mzXML	animal
G87307_RB12_01_26093.mzXML	hazelnut
G87307_RB12_01_26093.mzXML	nut
G87307_RB12_01_26093.mzXML	fruit
G87307_RB12_01_26093.mzXML	plant
G87321_rerun_RB7_01_26203.mzXML	hazelnut
G87321_rerun_RB7_01_26203.mzXML	nut
G87321_rerun_RB7_01_26203.mzXML	fruit
G87321_rerun_RB7_01_26203.mzXML	plant
G72715_10x_BA9_01_17874.mzXML	pork sausage
G72715_10x_BA9_01_17874.mzXML	pork
G72715_10x_BA9_01_17874.mzXML	pig
G72715_10x_BA9_01_17874.mzXML	meat
G72715_10x_BA9_01_17874.mzXML	animal
G87417_1x_BC6_01_26018.mzXML	hemp
G87417_1x_BC6_01_26018.mzXML	vegetable
G87417_1x_BC6_01_26018.mzXML	vegetable/herb
G87417_1x_BC6_01_26018.mzXML	plant
G72759_BB11_01_18934.mzXML	heirloom tomato
G72759_BB11_01_18934.mzXML	tomato
G72759_BB11_01_18934.mzXML	berry
G72759_BB11_01_18934.mzXML	fleshy fruit
G72759_BB11_01_18934.mzXML	fruit
G72759_BB11_01_18934.mzXML	plant
G78942_rerun_BH9_01_18781.mzXML	chuck roast
G78942_rerun_BH9_01_18781.mzXML	beef meat
G78942_rerun_BH9_01_18781.mzXML	beef
G78942_rerun_BH9_01_18781.mzXML	cow
G78942_rerun_BH9_01_18781.mzXML	meat
G78942_rerun_BH9_01_18781.mzXML	animal
G78943_BD9_01_18690.mzXML	chuck roast
G78943_BD9_01_18690.mzXML	beef meat
G78943_BD9_01_18690.mzXML	beef
G78943_BD9_01_18690.mzXML	cow
G78943_BD9_01_18690.mzXML	meat
G78943_BD9_01_18690.mzXML	animal
G75075_2x_rerun_RF2_01_19191.mzXML	pork lard
G75075_2x_rerun_RF2_01_19191.mzXML	pork fat
G75075_2x_rerun_RF2_01_19191.mzXML	pig
G75075_2x_rerun_RF2_01_19191.mzXML	meat
G75075_2x_rerun_RF2_01_19191.mzXML	animal
G75090_2x_RD2_01_19140.mzXML	pork lard
G75090_2x_RD2_01_19140.mzXML	pork fat
G75090_2x_RD2_01_19140.mzXML	pig
G75090_2x_RD2_01_19140.mzXML	meat
G75090_2x_RD2_01_19140.mzXML	animal
G87371_RE11_01_26170.mzXML	pork lard
G87371_RE11_01_26170.mzXML	pork fat
G87371_RE11_01_26170.mzXML	pig
G87371_RE11_01_26170.mzXML	meat
G87371_RE11_01_26170.mzXML	animal
G75788_5x_BF6_01_19332.mzXML	mouse head
G75788_5x_BF6_01_19332.mzXML	mouse
G75788_5x_BF6_01_19332.mzXML	meat
G75788_5x_BF6_01_19332.mzXML	animal
G79337_5x_BC4_01_19278.mzXML	mouse head
G79337_5x_BC4_01_19278.mzXML	mouse
G79337_5x_BC4_01_19278.mzXML	meat
G79337_5x_BC4_01_19278.mzXML	animal
G79662_1x_RG3_01_20347.mzXML	yaki nori
G79662_1x_RG3_01_20347.mzXML	nori
G79662_1x_RG3_01_20347.mzXML	seaweed
G79662_1x_RG3_01_20347.mzXML	algae
G73518_1x_10ul_RC3_01_19802.mzXML	milk_goat
G73518_1x_10ul_RC3_01_19802.mzXML	milk
G73518_1x_10ul_RC3_01_19802.mzXML	dairy
G73518_1x_10ul_RC3_01_19802.mzXML	animal
G75756_1x_10ul_RA3_01_19684.mzXML	milk_goat
G75756_1x_10ul_RA3_01_19684.mzXML	milk
G75756_1x_10ul_RA3_01_19684.mzXML	dairy
G75756_1x_10ul_RA3_01_19684.mzXML	animal
G79524_1x_10ul_BE2_01_20288.mzXML	milk_goat
G79524_1x_10ul_BE2_01_20288.mzXML	milk
G79524_1x_10ul_BE2_01_20288.mzXML	dairy
G79524_1x_10ul_BE2_01_20288.mzXML	animal
RB7_RB7_01_49072.mzXML	milk_goat
RB7_RB7_01_49072.mzXML	milk
RB7_RB7_01_49072.mzXML	dairy
RB7_RB7_01_49072.mzXML	animal
G75115_1x_RC4_01_23284.mzXML	tilapia
G75115_1x_RC4_01_23284.mzXML	fish_freshwater
G75115_1x_RC4_01_23284.mzXML	seafood
G75115_1x_RC4_01_23284.mzXML	animal
G75119_1x_rerun_RC8_01_23430.mzXML	tilapia
G75119_1x_rerun_RC8_01_23430.mzXML	fish_freshwater
G75119_1x_rerun_RC8_01_23430.mzXML	seafood
G75119_1x_rerun_RC8_01_23430.mzXML	animal
G78944_BB8_01_18659.mzXML	chicken thigh
G78944_BB8_01_18659.mzXML	chicken
G78944_BB8_01_18659.mzXML	poultry
G78944_BB8_01_18659.mzXML	animal
G78945_BA6_01_18640.mzXML	chicken thigh
G78945_BA6_01_18640.mzXML	chicken
G78945_BA6_01_18640.mzXML	poultry
G78945_BA6_01_18640.mzXML	animal
G78946_BF9_01_18734.mzXML	chicken thigh
G78946_BF9_01_18734.mzXML	chicken
G78946_BF9_01_18734.mzXML	poultry
G78946_BF9_01_18734.mzXML	animal
G78986_RB2_01_17537.mzXML	garbanzo bean
G78986_RB2_01_17537.mzXML	bean
G78986_RB2_01_17537.mzXML	legume
G78986_RB2_01_17537.mzXML	fruit
G78986_RB2_01_17537.mzXML	plant
G83394_5x_RC6_01_21433.mzXML	garbanzo bean
G83394_5x_RC6_01_21433.mzXML	bean
G83394_5x_RC6_01_21433.mzXML	legume
G83394_5x_RC6_01_21433.mzXML	fruit
G83394_5x_RC6_01_21433.mzXML	plant
G86800_1x_RH8_01_23399.mzXML	garbanzo bean
G86800_1x_RH8_01_23399.mzXML	bean
G86800_1x_RH8_01_23399.mzXML	legume
G86800_1x_RH8_01_23399.mzXML	fruit
G86800_1x_RH8_01_23399.mzXML	plant
RE3_RE3_01_49107.mzXML	spicy pepper
RE3_RE3_01_49107.mzXML	pepper
RE3_RE3_01_49107.mzXML	berry
RE3_RE3_01_49107.mzXML	fleshy fruit
RE3_RE3_01_49107.mzXML	fruit
RE3_RE3_01_49107.mzXML	plant
G78915_RG3_01_17625.mzXML	wheat semolina
G78915_RG3_01_17625.mzXML	semolina
G78915_RG3_01_17625.mzXML	wheat
G78915_RG3_01_17625.mzXML	grain/grass
G78915_RG3_01_17625.mzXML	fruit
G78915_RG3_01_17625.mzXML	plant
G79588_5x_RF8_01_18151.mzXML	herring, fins
G79588_5x_RF8_01_18151.mzXML	herring
G79588_5x_RF8_01_18151.mzXML	fish_saltwater
G79588_5x_RF8_01_18151.mzXML	seafood
G79588_5x_RF8_01_18151.mzXML	animal
18NAVY30_v1_lun_10_BG9_01_39721.mzXML	almond
18NAVY30_v1_lun_10_BG9_01_39721.mzXML	drupe
18NAVY30_v1_lun_10_BG9_01_39721.mzXML	fleshy fruit
18NAVY30_v1_lun_10_BG9_01_39721.mzXML	fruit
18NAVY30_v1_lun_10_BG9_01_39721.mzXML	plant
18NAVY30_v2_lun_8_GF7_01_39639.mzXML	almond
18NAVY30_v2_lun_8_GF7_01_39639.mzXML	drupe
18NAVY30_v2_lun_8_GF7_01_39639.mzXML	fleshy fruit
18NAVY30_v2_lun_8_GF7_01_39639.mzXML	fruit
18NAVY30_v2_lun_8_GF7_01_39639.mzXML	plant
G72788_rerun_5ul_RB11_01_17651.mzXML	almond
G72788_rerun_5ul_RB11_01_17651.mzXML	drupe
G72788_rerun_5ul_RB11_01_17651.mzXML	fleshy fruit
G72788_rerun_5ul_RB11_01_17651.mzXML	fruit
G72788_rerun_5ul_RB11_01_17651.mzXML	plant
G74013_2x_RH9_01_19428.mzXML	almond
G74013_2x_RH9_01_19428.mzXML	drupe
G74013_2x_RH9_01_19428.mzXML	fleshy fruit
G74013_2x_RH9_01_19428.mzXML	fruit
G74013_2x_RH9_01_19428.mzXML	plant
G75675_rerun_5ul_RG8_01_17739.mzXML	almond
G75675_rerun_5ul_RG8_01_17739.mzXML	drupe
G75675_rerun_5ul_RG8_01_17739.mzXML	fleshy fruit
G75675_rerun_5ul_RG8_01_17739.mzXML	fruit
G75675_rerun_5ul_RG8_01_17739.mzXML	plant
G78951_rerun_5ul_RE4_01_17700.mzXML	almond
G78951_rerun_5ul_RE4_01_17700.mzXML	drupe
G78951_rerun_5ul_RE4_01_17700.mzXML	fleshy fruit
G78951_rerun_5ul_RE4_01_17700.mzXML	fruit
G78951_rerun_5ul_RE4_01_17700.mzXML	plant
G83396_5x_RD6_01_21445.mzXML	almond
G83396_5x_RD6_01_21445.mzXML	drupe
G83396_5x_RD6_01_21445.mzXML	fleshy fruit
G83396_5x_RD6_01_21445.mzXML	fruit
G83396_5x_RD6_01_21445.mzXML	plant
G87322_RB6_01_26086.mzXML	almond
G87322_RB6_01_26086.mzXML	drupe
G87322_RB6_01_26086.mzXML	fleshy fruit
G87322_RB6_01_26086.mzXML	fruit
G87322_RB6_01_26086.mzXML	plant
G78982_1x_RF7_01_18968.mzXML	Frederick passion fruit
G78982_1x_RF7_01_18968.mzXML	passionfruit
G78982_1x_RF7_01_18968.mzXML	berry
G78982_1x_RF7_01_18968.mzXML	fleshy fruit
G78982_1x_RF7_01_18968.mzXML	fruit
G78982_1x_RF7_01_18968.mzXML	plant
G73952_1x_rerun_BE8_01_17362.mzXML	orange chard
G73952_1x_rerun_BE8_01_17362.mzXML	chard
G73952_1x_rerun_BE8_01_17362.mzXML	vegetable
G73952_1x_rerun_BE8_01_17362.mzXML	vegetable/herb
G73952_1x_rerun_BE8_01_17362.mzXML	plant
G79261_5x_rerun_BC12_01_19631.mzXML	egg_quail
G79261_5x_rerun_BC12_01_19631.mzXML	egg_poultry
G79261_5x_rerun_BC12_01_19631.mzXML	egg
G79261_5x_rerun_BC12_01_19631.mzXML	animal
G79262_5x_BE11_01_19660.mzXML	egg_quail
G79262_5x_BE11_01_19660.mzXML	egg_poultry
G79262_5x_BE11_01_19660.mzXML	egg
G79262_5x_BE11_01_19660.mzXML	animal
G79314_1x_rerun_RA5_01_18837.mzXML	lemon grass
G79314_1x_rerun_RA5_01_18837.mzXML	vegetable
G79314_1x_rerun_RA5_01_18837.mzXML	vegetable/herb
G79314_1x_rerun_RA5_01_18837.mzXML	plant
G79612_5x_RA5_01_18348.mzXML	butterfish, skin
G79612_5x_RA5_01_18348.mzXML	butterfish
G79612_5x_RA5_01_18348.mzXML	fish_saltwater
G79612_5x_RA5_01_18348.mzXML	seafood
G79612_5x_RA5_01_18348.mzXML	animal
G75708_rerun_5ul_RE6_01_17703.mzXML	long grain brown rice
G75708_rerun_5ul_RE6_01_17703.mzXML	brown rice
G75708_rerun_5ul_RE6_01_17703.mzXML	rice
G75708_rerun_5ul_RE6_01_17703.mzXML	grain/grass
G75708_rerun_5ul_RE6_01_17703.mzXML	fruit
G75708_rerun_5ul_RE6_01_17703.mzXML	plant
G75709_rerun_5ul_RD9_01_17672.mzXML	long grain brown rice
G75709_rerun_5ul_RD9_01_17672.mzXML	brown rice
G75709_rerun_5ul_RD9_01_17672.mzXML	rice
G75709_rerun_5ul_RD9_01_17672.mzXML	grain/grass
G75709_rerun_5ul_RD9_01_17672.mzXML	fruit
G75709_rerun_5ul_RD9_01_17672.mzXML	plant
G87384_RA7_01_26073.mzXML	truffle hooked
G87384_RA7_01_26073.mzXML	truffle
G87384_RA7_01_26073.mzXML	fungi
G87383_RA6_01_26071.mzXML	laurel
G87383_RA6_01_26071.mzXML	herb/spice
G87383_RA6_01_26071.mzXML	vegetable/herb
G87383_RA6_01_26071.mzXML	plant
G79604_5x_RA4_01_18346.mzXML	herring, scales
G79604_5x_RA4_01_18346.mzXML	herring, skin
G79604_5x_RA4_01_18346.mzXML	herring
G79604_5x_RA4_01_18346.mzXML	fish_saltwater
G79604_5x_RA4_01_18346.mzXML	seafood
G79604_5x_RA4_01_18346.mzXML	animal
74015_1x_BG2_01_17470.mzXML	orange bell pepper
74015_1x_BG2_01_17470.mzXML	bell pepper
74015_1x_BG2_01_17470.mzXML	pepper
74015_1x_BG2_01_17470.mzXML	berry
74015_1x_BG2_01_17470.mzXML	fleshy fruit
74015_1x_BG2_01_17470.mzXML	fruit
74015_1x_BG2_01_17470.mzXML	plant
G73433_1x_BA3_01_17273.mzXML	orange bell pepper
G73433_1x_BA3_01_17273.mzXML	bell pepper
G73433_1x_BA3_01_17273.mzXML	pepper
G73433_1x_BA3_01_17273.mzXML	berry
G73433_1x_BA3_01_17273.mzXML	fleshy fruit
G73433_1x_BA3_01_17273.mzXML	fruit
G73433_1x_BA3_01_17273.mzXML	plant
G86809_1x_RA2_01_23249.mzXML	honey_clover
G86809_1x_RA2_01_23249.mzXML	honey
G86809_1x_RA2_01_23249.mzXML	animal
G87602_1x_RE11_01_26303.mzXML	honey_clover
G87602_1x_RE11_01_26303.mzXML	honey
G87602_1x_RE11_01_26303.mzXML	animal
G72751_10x_BB4_01_17808.mzXML	carrot greens
G72751_10x_BB4_01_17808.mzXML	carrot
G72751_10x_BB4_01_17808.mzXML	vegetable
G72751_10x_BB4_01_17808.mzXML	vegetable/herb
G72751_10x_BB4_01_17808.mzXML	plant
RE6_RE6_01_49110.mzXML	carrot greens
RE6_RE6_01_49110.mzXML	carrot
RE6_RE6_01_49110.mzXML	vegetable
RE6_RE6_01_49110.mzXML	vegetable/herb
RE6_RE6_01_49110.mzXML	plant
G75831_5x_4ul_BG3_01_19743.mzXML	Green tea
G75831_5x_4ul_BG3_01_19743.mzXML	tea
G75831_5x_4ul_BG3_01_19743.mzXML	tea/infusion
G75831_5x_4ul_BG3_01_19743.mzXML	vegetable/herb
G75831_5x_4ul_BG3_01_19743.mzXML	plant
G75850_5x_4ul_BF6_01_19735.mzXML	Green tea
G75850_5x_4ul_BF6_01_19735.mzXML	tea
G75850_5x_4ul_BF6_01_19735.mzXML	tea/infusion
G75850_5x_4ul_BF6_01_19735.mzXML	vegetable/herb
G75850_5x_4ul_BF6_01_19735.mzXML	plant
G75851_5x_4ul_BE6_01_19723.mzXML	Green tea
G75851_5x_4ul_BE6_01_19723.mzXML	tea
G75851_5x_4ul_BE6_01_19723.mzXML	tea/infusion
G75851_5x_4ul_BE6_01_19723.mzXML	vegetable/herb
G75851_5x_4ul_BE6_01_19723.mzXML	plant
G75852_5x_4ul_BE7_01_19724.mzXML	Green tea
G75852_5x_4ul_BE7_01_19724.mzXML	tea
G75852_5x_4ul_BE7_01_19724.mzXML	tea/infusion
G75852_5x_4ul_BE7_01_19724.mzXML	vegetable/herb
G75852_5x_4ul_BE7_01_19724.mzXML	plant
G75854_5x_2ul_BC7_01_19677.mzXML	Green tea
G75854_5x_2ul_BC7_01_19677.mzXML	tea
G75854_5x_2ul_BC7_01_19677.mzXML	tea/infusion
G75854_5x_2ul_BC7_01_19677.mzXML	vegetable/herb
G75854_5x_2ul_BC7_01_19677.mzXML	plant
G79717_5x_4ul_BF5_01_19734.mzXML	Green tea
G79717_5x_4ul_BF5_01_19734.mzXML	tea
G79717_5x_4ul_BF5_01_19734.mzXML	tea/infusion
G79717_5x_4ul_BF5_01_19734.mzXML	vegetable/herb
G79717_5x_4ul_BF5_01_19734.mzXML	plant
G79718_5x_4ul_BD4_01_19710.mzXML	Green tea
G79718_5x_4ul_BD4_01_19710.mzXML	tea
G79718_5x_4ul_BD4_01_19710.mzXML	tea/infusion
G79718_5x_4ul_BD4_01_19710.mzXML	vegetable/herb
G79718_5x_4ul_BD4_01_19710.mzXML	plant
G79740_5x_4ul_BH2_01_19753.mzXML	Green tea
G79740_5x_4ul_BH2_01_19753.mzXML	tea
G79740_5x_4ul_BH2_01_19753.mzXML	tea/infusion
G79740_5x_4ul_BH2_01_19753.mzXML	vegetable/herb
G79740_5x_4ul_BH2_01_19753.mzXML	plant
G86752_10x_RF5_01_23200.mzXML	Green tea
G86752_10x_RF5_01_23200.mzXML	tea
G86752_10x_RF5_01_23200.mzXML	tea/infusion
G86752_10x_RF5_01_23200.mzXML	vegetable/herb
G86752_10x_RF5_01_23200.mzXML	plant
G86754_10x_RF4_01_23199.mzXML	Green tea
G86754_10x_RF4_01_23199.mzXML	tea
G86754_10x_RF4_01_23199.mzXML	tea/infusion
G86754_10x_RF4_01_23199.mzXML	vegetable/herb
G86754_10x_RF4_01_23199.mzXML	plant
G95781_5x_BC11_01_32066.mzXML	Green tea
G95781_5x_BC11_01_32066.mzXML	tea
G95781_5x_BC11_01_32066.mzXML	tea/infusion
G95781_5x_BC11_01_32066.mzXML	vegetable/herb
G95781_5x_BC11_01_32066.mzXML	plant
G95782_5x_BC10_01_32065.mzXML	Green tea
G95782_5x_BC10_01_32065.mzXML	tea
G95782_5x_BC10_01_32065.mzXML	tea/infusion
G95782_5x_BC10_01_32065.mzXML	vegetable/herb
G95782_5x_BC10_01_32065.mzXML	plant
G95783_5x_BA9_01_32032.mzXML	Green tea
G95783_5x_BA9_01_32032.mzXML	tea
G95783_5x_BA9_01_32032.mzXML	tea/infusion
G95783_5x_BA9_01_32032.mzXML	vegetable/herb
G95783_5x_BA9_01_32032.mzXML	plant
G95787_5x_BD4_01_32073.mzXML	Green tea
G95787_5x_BD4_01_32073.mzXML	tea
G95787_5x_BD4_01_32073.mzXML	tea/infusion
G95787_5x_BD4_01_32073.mzXML	vegetable/herb
G95787_5x_BD4_01_32073.mzXML	plant
G95788_5x_BA5_01_32028.mzXML	Green tea
G95788_5x_BA5_01_32028.mzXML	tea
G95788_5x_BA5_01_32028.mzXML	tea/infusion
G95788_5x_BA5_01_32028.mzXML	vegetable/herb
G95788_5x_BA5_01_32028.mzXML	plant
G95789_5x_BA6_01_32029.mzXML	Green tea
G95789_5x_BA6_01_32029.mzXML	tea
G95789_5x_BA6_01_32029.mzXML	tea/infusion
G95789_5x_BA6_01_32029.mzXML	vegetable/herb
G95789_5x_BA6_01_32029.mzXML	plant
G95790_5x_BA10_01_32033.mzXML	Green tea
G95790_5x_BA10_01_32033.mzXML	tea
G95790_5x_BA10_01_32033.mzXML	tea/infusion
G95790_5x_BA10_01_32033.mzXML	vegetable/herb
G95790_5x_BA10_01_32033.mzXML	plant
G95791_5x_BB2_01_32039.mzXML	Green tea
G95791_5x_BB2_01_32039.mzXML	tea
G95791_5x_BB2_01_32039.mzXML	tea/infusion
G95791_5x_BB2_01_32039.mzXML	vegetable/herb
G95791_5x_BB2_01_32039.mzXML	plant
G95792_5x_BA7_01_32030.mzXML	Green tea
G95792_5x_BA7_01_32030.mzXML	tea
G95792_5x_BA7_01_32030.mzXML	tea/infusion
G95792_5x_BA7_01_32030.mzXML	vegetable/herb
G95792_5x_BA7_01_32030.mzXML	plant
G95793_5x_BB7_01_32044.mzXML	Green tea
G95793_5x_BB7_01_32044.mzXML	tea
G95793_5x_BB7_01_32044.mzXML	tea/infusion
G95793_5x_BB7_01_32044.mzXML	vegetable/herb
G95793_5x_BB7_01_32044.mzXML	plant
G95794_5x_BC9_01_32064.mzXML	Green tea
G95794_5x_BC9_01_32064.mzXML	tea
G95794_5x_BC9_01_32064.mzXML	tea/infusion
G95794_5x_BC9_01_32064.mzXML	vegetable/herb
G95794_5x_BC9_01_32064.mzXML	plant
G95795_5x_BA8_01_32031.mzXML	Green tea
G95795_5x_BA8_01_32031.mzXML	tea
G95795_5x_BA8_01_32031.mzXML	tea/infusion
G95795_5x_BA8_01_32031.mzXML	vegetable/herb
G95795_5x_BA8_01_32031.mzXML	plant
G96587_1x_BB10_01_31169.mzXML	Green tea
G96587_1x_BB10_01_31169.mzXML	tea
G96587_1x_BB10_01_31169.mzXML	tea/infusion
G96587_1x_BB10_01_31169.mzXML	vegetable/herb
G96587_1x_BB10_01_31169.mzXML	plant
G96588_1x_RA3_01_31045.mzXML	Green tea
G96588_1x_RA3_01_31045.mzXML	tea
G96588_1x_RA3_01_31045.mzXML	tea/infusion
G96588_1x_RA3_01_31045.mzXML	vegetable/herb
G96588_1x_RA3_01_31045.mzXML	plant
G96589_1x_RA12_01_31055.mzXML	Green tea
G96589_1x_RA12_01_31055.mzXML	tea
G96589_1x_RA12_01_31055.mzXML	tea/infusion
G96589_1x_RA12_01_31055.mzXML	vegetable/herb
G96589_1x_RA12_01_31055.mzXML	plant
G96590_1x_RA4_01_31046.mzXML	Green tea
G96590_1x_RA4_01_31046.mzXML	tea
G96590_1x_RA4_01_31046.mzXML	tea/infusion
G96590_1x_RA4_01_31046.mzXML	vegetable/herb
G96590_1x_RA4_01_31046.mzXML	plant
G96591_1x_RH11_01_31141.mzXML	Green tea
G96591_1x_RH11_01_31141.mzXML	tea
G96591_1x_RH11_01_31141.mzXML	tea/infusion
G96591_1x_RH11_01_31141.mzXML	vegetable/herb
G96591_1x_RH11_01_31141.mzXML	plant
G96592_1x_BF5_01_31206.mzXML	Green tea
G96592_1x_BF5_01_31206.mzXML	tea
G96592_1x_BF5_01_31206.mzXML	tea/infusion
G96592_1x_BF5_01_31206.mzXML	vegetable/herb
G96592_1x_BF5_01_31206.mzXML	plant
G96593_1x_RG7_01_31125.mzXML	Green tea
G96593_1x_RG7_01_31125.mzXML	tea
