filename	ontology_terminal_leaf	sample_name	description	Main.food.description	simple_complex	sample_type	sample_type_aquatic_land	sample_type_group1	sample_type_group2	sample_type_group3	sample_type_group4	sample_type_group5	sample_type_group6	sample_type_groupB1	sample_type_groupB2	sample_type_groupB3	sample_type_common	type_of_cuisine_ethnicity	common_meal_type	vegan	organic	gluten_free	gmo	homemade_homegrown	processed_method	processed_method_jps	fermented	contains_live_active_cultures	contains_live_active_cultures_specific	raw_processed	raw_pasteurized	botanical_genus	botanical_genus_species	botanical_anatomy	botanical_family	plant_color	collection_timestamp	best_by	elevation	geo_loc_name	location_sampled	latitude	longitude	origin_country	origin_state	grocerystore_restaurant_etc	Vendor_store	source_categorical	distributor_brand	ingredients_1	ingredients_2	ingredients_3	ingredients_4	ingredients_5	ingredients_6	ingredients_7	empo_1	empo_2	empo_3	additives	additives_specific	Food_coloring	Food_coloring_specific	sugar_added	sugar_refined	superfood	animal_product_substitute	animal_source	animal_source_specific	caffeinated	cheese_sample_type	cheese_part	cheese_texture	contains_chocolate	flesh_only_or_with_peel	solid_liquid	texture	tea_quality	tea_type	brand_roast_unique	project	washed_not	washed_specific	known_contamination	touch_animal_product	upc	FoodCode	ndb_number	ndb_description	packaging	packaging_specific	participant_notes	purchase_notes
G86873_1x_RG7_01_23380.mzXML	black mung bean	11442.G86873	black mung bean	Mung_beans_NS_as_to_fat_added_in_cooking	simple	food	land	plant	fruit	legume	legume	bean	black mung bean	not applicable	not applicable	not applicable	bean	not applicable	not applicable	yes	yes	yes	no	no	not applicable	not applicable	no	no	not applicable	raw	not applicable	Vigna	vigna mungo	seed	Fabaceae	black	12/3/17 21:00	not applicable	193	USA:CA:San Diego	Encinitas:home	32.842	-117.258	not collected	not collected	store	Jimbos	store	not applicable	black mung bean	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	non_superfood	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not washed	not applicable	no	no	not applicable	41108020	16080	Mung beans, mature seeds, raw	none	not applicable	none	none
G86874_1x_RG6_01_23379.mzXML	green mung bean	11442.G86874	green mung bean	Mung_beans_fat_not_added_in_cooking	simple	food	land	plant	fruit	legume	legume	bean	green mung bean	not applicable	not applicable	not applicable	bean	not applicable	not applicable	yes	yes	yes	no	no	not applicable	not applicable	no	no	not applicable	raw	not applicable	Vigna	vigna radiata	seed	Fabaceae	green	12/3/17 21:00	not applicable	193	USA:CA:San Diego	Encinitas:home	32.842	-117.258	not collected	not collected	store	Jimbos	store	not applicable	green mung bean	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	non_superfood	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	washed	not collected	no	no	not applicable	41108000	16080	Mung beans, mature seeds, raw	none	not applicable	none	none
G86875_1x_BA4_01_23118.mzXML	grain/grass	11442.G86875	multigrain bread from wholefoods MP	Bread_multigrain	complex	food	land	plant	fruit	grain/grass	grain/grass	complex	complex	not applicable	not applicable	not applicable	bread	not collected	baked good	yes	yes	no	no	no	baked	high heat	no	no	no	processed	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	12/3/17 21:00	not collected	193	USA:CA:San Diego	Encinitas:home	32.842	-117.258	USA	CA	store	Whole Foods Market	store	Whole Foods Market	whole grain hard red wheat	rye	oats	triticale	barley	brown rice	orat bran;flax seed;water;high gluten flour; enriched wheat flour: niacin;reduced iron;thiamine mononitrate;riboflavin;folic acid;malted barley flour;sunflower seeds;pumpkin;honey;poppy seeds;organic pumpernickel flour: organic whole rye flour;salt	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	yes	no	not applicable	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not washed	not applicable	no	no	2.43E+11	51601020	45179084	MULTIGRAIN BREAD	plastic	plastic bag	none	none
G86876_1x_BE11_01_23192.mzXML	havarti cheese	11442.G86876	havarti cheese (365 brand)	Cheese_cow_semi_hard_or_soft	complex	food	land	animal	animal	dairy	cheese	havarti cheese	havarti cheese	not applicable	not applicable	not applicable	cheese	not collected	not applicable	no	no	no	no	no	processed	processed	yes	yes	cheese cultures	processed	pasteurized	not applicable	not applicable	not applicable	not collected	not applicable	12/3/17 21:00	not collected	193	USA:CA:San Diego	Encinitas:home	32.842	-117.258	USA	TX	store	Trader Joe's	store	365 Everyday Value	cultured pasteurized milk	salt	microbial enzymes	not applicable	not applicable	not applicable	not applicable	host-associated	animal	animal-secretion	no	not applicable	no	not applicable	no	no	not applicable	no	cow	milk	no	havarti	curd	semi-soft	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	yes	99482434106	14013000	45004049	365 EVERYDAY VALUE, HAVARTI CHEESE	plastic	plastic bag	none	none
G86877_1x_RD2_01_23325.mzXML	turkey	11442.G86877	organic cracked black pepper turkey breast; 365 brand; from whole foods; packaging plastic; sampled 2017-12-03 22:00	Turkey_light_meat_cooked_NS_as_to_skin_eaten	complex	food	land	animal	animal	poultry	poultry	turkey	turkey	not applicable	not applicable	not applicable	meat	not collected	not applicable	no	yes	no	no	no	processed	processed	no	no	not applicable	processed	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	12/3/17 21:00	2/5/18 0:00	193	USA:CA:San Diego	Encinitas:home	32.842	-117.258	USA	TX	store	Whole Foods Market	store	Whole Foods Market	organic turkey breast	water	organic distilled white vinegar	sea salt	organic honey	organic black pepper	not applicable	host-associated	not applicable	not applicable	no	not applicable	no	not applicable	yes	no	not applicable	no	turkey	meat	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not applicable	not applicable	no	yes	99482452667	24201010	not collected	not collected	plastic	plastic bag	none	none
G86878_1x_RG5_01_23377.mzXML	red romaine lettuce	11442.G86878	red romaine lettuce from mix	Endive_chicory_escarole_or_romaine_lettuce_raw	simple	food	land	plant	vegetable/herb	vegetable/herb	vegetable	lettuce	red romaine lettuce	not applicable	not applicable	not applicable	lettuce	not collected	salad	yes	yes	no	no	no	not applicable	not applicable	no	no	not applicable	raw	not applicable	Lactuca	Lactuca sativa	leaf	Asteraceae	green;red	12/3/17 21:00	not collected	193	USA:CA:San Diego	Encinitas:home	32.842	-117.258	USA	TX	store	Whole Foods Market	store	Whole Foods Market	red romaine lettuce	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	non_superfood	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	washed	not collected	no	no	99482466770	72116000	45241522	HALF & HALF BABY SPINACH, SPRING MIX	plastic	plastic container	none	none
G86879_1x_rerun_RG4_01_23443.mzXML	spinach	11442.G86879	organic baby spinach from mix	Spinach_raw	simple	food	land	plant	vegetable/herb	vegetable/herb	vegetable	spinach	spinach	not applicable	not applicable	not applicable	spinach	not applicable	salad	yes	yes	yes	no	no	not applicable	not applicable	no	no	not applicable	raw	not applicable	spinacia	Spinacia oleracea	leaf	Amaranthaceae	green	12/3/17 21:00	not collected	193	USA:CA:San Diego	Encinitas:home	32.842	-117.258	USA	TX	store	Whole Foods Market	store	Whole Foods Market	organic baby spinach	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	non_superfood	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	washed	not collected	no	no	99482466770	72125100	45241522	HALF & HALF BABY SPINACH, SPRING MIX	plastic	plastic container	none	none
G86880_1x_RG12_01_23384.mzXML	chard	11442.G86880	organic chard from mix	Chard_raw	simple	food	land	plant	vegetable/herb	vegetable/herb	vegetable	chard	chard	not applicable	not applicable	not applicable	chard	not collected	not applicable	yes	yes	yes	no	no	not applicable	not applicable	no	no	not applicable	raw	not applicable	Beta	Beta vulgaris	leaf	Chenopodiaceae	green	12/3/17 21:00	not collected	193	USA:CA:San Diego	Encinitas:home	32.842	-117.258	USA	TX	store	Whole Foods Market	store	Whole Foods Market	organic chard	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	non_superfood	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	washed	not collected	no	no	99482466770	72104100	45241522	HALF & HALF BABY SPINACH, SPRING MIX	plastic	plastic container	none	none
G86881_1x_RG2_01_23374.mzXML	green curly baby romaine	11442.G86881	organic green curly baby romaine from mix 	Endive_chicory_escarole_or_romaine_lettuce_raw	simple	food	land	plant	vegetable/herb	vegetable/herb	vegetable	lettuce	green curly baby romaine	not applicable	not applicable	not applicable	lettuce	not collected	salad	yes	yes	no	no	no	not applicable	not applicable	no	no	not applicable	raw	not applicable	Lactuca	Lactuca sativa	leaf	Asteraceae	green	12/3/17 21:00	not collected	193	USA:CA:San Diego	Encinitas:home	32.842	-117.258	USA	TX	store	Whole Foods Market	store	Whole Foods Market	green curly baby romaine	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	non_superfood	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	washed	not collected	no	no	99482466770	72116000	45241522	HALF & HALF BABY SPINACH, SPRING MIX	plastic	plastic container	none	none
G86882_1x_BA5_01_23119.mzXML	semolina	11442.G86882	semolina flour (bob's red mill brand)	Wheat_rolled_cooked_NS_as_to_fat_added_in_cooking	simple	food	land	plant	fruit	grain/grass	grain/grass	wheat	semolina	not applicable	not applicable	not applicable	flour	not collected	flour	yes	no	no	no	no	processed	processed	no	no	not applicable	processed	not applicable	Triticum	Triticum durum	seed	Poaceae	not applicable	12/3/17 21:00	not applicable	193	USA:CA:San Diego	Encinitas:home	32.842	-117.258	USA	CA	store	not collected	store	Bob's Red Mill Brand	durum wheat	iron	niacin	thiamine	riboflavin	folic acid	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	non_superfood	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not washed	not applicable	no	no	39978043184	56207140	45093090	SEMOLINA FLOUR	plastic	plastic bag	none	none
G86883_1x_RG1_01_23373.mzXML	kiwi	11442.G86883	organic kiwi no peel; fresh; PLU 94030; from whole foods; sampled 2017-12-03 22:30	Kiwi_fruit_raw	simple	food	land	plant	fruit	fleshy fruit	berry	kiwi	kiwi	not applicable	not applicable	not applicable	kiwi	not collected	fresh fruit	yes	yes	yes	no	no	not applicable	not applicable	no	no	not applicable	raw	not applicable	Actinidia	Actinidia deliciosa	fruit	Actinidiaceae	green;brown	12/3/17 21:00	not applicable	193	USA:CA:San Diego	Encinitas:home	32.842	-117.258	USA	not collected	store	Whole Foods Market	store	not collected	organic kiwi	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	no	no	superfood	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	flesh	solid	not collected	not applicable	not applicable	not entered	y	washed	not collected	no	no	PLU 94030	63126500	9148	Kiwifruit, green, raw	none	not applicable	none	none
G86885_1x_BG3_01_23214.mzXML	fruit	11442.G86885	dark chocolate sea salt and nibs; madecasse brand; 63% cocoa; best before 03/13/2019; sampled 2017-12-03 22:00	Chocolate_sweet_or_dark	complex	food	land	plant	fruit	complex	complex	complex	complex	not applicable	not applicable	not applicable	chocolate	not collected	chocolate bar	yes	no	no	no	no	processed	processed	yes	no	no	processed	not applicable	not applicable	not applicable	not applicable	not collected	not applicable	12/3/17 21:00	3/13/19 0:00	193	USA:CA:San Diego	Encinitas:home	32.842	-117.258	USA	NY	store	Whole Foods Market	store	Madecasse nadagascar	cocoa beans	sugar	cocoa butter	cocoa nibs	sunflower lecithin	sea salt	not applicable	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	yes	yes	not applicable	no	not applicable	not applicable	yes	not applicable	not applicable	not applicable	yes	not applicable	solid	not collected	not applicable	not applicable	not entered	y	not washed	not applicable	no	no	89575001368	91705300	45089694	MADECASSE, 70% DARK CHOCOLATE BAR, TOASTED COCONUT	aluminum / foil	foil	none	none
G86886_1x_BH12_01_23240.mzXML	not provided	11442.G86886	not provided	NA	not provided	not provided	not provided	not provided	not provided	not provided	not provided	not provided	not provided	not applicable	not applicable	not applicable	not provided	not provided	not provided	not provided	not provided	not provided	not provided	not provided	not provided	not provided	not collected	not provided	not provided	not provided	not provided	not provided	not provided	not provided	not collected	not provided	2017-00-0 00:00	not provided	193	USA:CA:San Diego	UCSD:Dorrestein Lab	32.842	-117.258	not provided	not provided	not collected	not provided	not provided	not provided	not provided	not provided	not provided	not provided	not provided	not provided	not provided	not provided	not collected	not collected	not provided	not provided	not provided	not provided	not provided	not provided	not provided	not provided	not provided	not provided	not provided	not applicable	not applicable	not applicable	not provided	not provided	solid	not collected	not applicable	not applicable	not entered	yes_info_missing	not provided	not provided	no	not provided	not provided	NA	not provided	not provided	not provided	not provided	none	none
G86887_1x_rerun_15ul_RD7_01_26338.mzXML	mango	11442.G86887	mango fruit leather from Thailand sampled in Encinitas	Mango_dried	complex	food	land	plant	fruit	fleshy fruit	drupe	mango	mango	not applicable	not applicable	not applicable	dried fruit	Thai	dried fruit	yes	not collected	yes	no	no	processed	processed	no	no	not applicable	processed	not applicable	mangifera	mangifera indica	fruit	not collected	orange;brown	2/4/18 22:30	6/25/18 0:00	193	USA:CA:San Diego	Encinitas:home	32.842	-117.258	Thailand	Thailand_Bangkok	store	Thai Store	store	Kaopeenong	dried mango	not collected	not collected	not collected	not collected	not collected	not collected	host-associated	plant	plant-corpus	no	not applicable	no	not applicable	not collected	not collected	not applicable	no	not applicable	not applicable	no	not applicable	not applicable	not applicable	no	flesh	solid	not collected	not applicable	not applicable	not entered	y	not washed	not applicable	no	no	8.86E+12	62114050	45211935	MANGO SNACKS, DRIED MANGO PIECES, UPC: 607880033335	plastic	plastic container	this was purchased in thailand and sampled in Encinitas	bought in Thailand sampled in Encinitas
